id,level,root_list,tokens
a086,i,"[8, 36, 78]","[{""kind"": ""func"", ""ar"": ""سوف"", ""voweled"": ""سَوْفَ"", ""en"": ""will"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""نذهب"", ""voweled"": ""نَذْهَب"", ""en"": ""we go"", ""roots"": [8], ""lemma"": ""ذهب"", ""inflected"": ""conj""}, {""kind"": ""func"", ""ar"": ""إلى"", ""voweled"": ""إِلَى"", ""en"": ""to"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""المدينة"", ""voweled"": ""الْمَدِينَة"", ""en"": ""the city"", ""roots"": [36], ""lemma"": ""مدينة""}, {""kind"": ""word"", ""ar"": ""القديمة"", ""voweled"": ""الْقَدِيمَة"", ""en"": ""the old (f.)"", ""roots"": [78], ""lemma"": ""قديم"", ""inflected"": ""fem""}, {""kind"": ""func"", ""ar"": ""غدا"", ""voweled"": ""غَدًا"", ""en"": ""tomorrow"", ""roots"": []}]"
a087,i,"[9, 37, 79, 88]","[{""kind"": ""func"", ""ar"": ""لم"", ""voweled"": ""لَمْ"", ""en"": ""did not"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""يرجع"", ""voweled"": ""يَرْجِع"", ""en"": ""returns"", ""roots"": [9], ""lemma"": ""رجع"", ""inflected"": ""conj""}, {""kind"": ""word"", ""ar"": ""صديقي"", ""voweled"": ""صَدِيقِي"", ""en"": ""my friend"", ""roots"": [88], ""lemma"": ""صديق"", ""inflected"": ""poss""}, {""kind"": ""func"", ""ar"": ""من"", ""voweled"": ""مِنْ"", ""en"": ""from"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""البلد"", ""voweled"": ""الْبَلَد"", ""en"": ""the country"", ""roots"": [37], ""lemma"": ""بلد""}, {""kind"": ""word"", ""ar"": ""البعيد"", ""voweled"": ""الْبَعِيد"", ""en"": ""the far"", ""roots"": [79], ""lemma"": ""بعيد""}]"
a088,i,"[10, 21]","[{""kind"": ""word"", ""ar"": ""أريد"", ""voweled"": ""أُرِيد"", ""en"": ""I want"", ""roots"": [21], ""lemma"": ""أراد"", ""inflected"": ""override""}, {""kind"": ""func"", ""ar"": ""أن"", ""voweled"": ""أَنْ"", ""en"": ""to; that"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""أخرج"", ""voweled"": ""أَخْرُج"", ""en"": ""I go out"", ""roots"": [10], ""lemma"": ""خرج"", ""inflected"": ""conj""}, {""kind"": ""func"", ""ar"": ""من"", ""voweled"": ""مِنْ"", ""en"": ""from"", ""roots"": []}, {""kind"": ""func"", ""ar"": ""هنا"", ""voweled"": ""هُنَا"", ""en"": ""here"", ""roots"": []}, {""kind"": ""func"", ""ar"": ""الآن"", ""voweled"": ""الْآنَ"", ""en"": ""now"", ""roots"": []}]"
a089,i,"[10, 35, 60, 83]","[{""kind"": ""word"", ""ar"": ""وضعت"", ""voweled"": ""وَضَعْتُ"", ""en"": ""I placed"", ""roots"": [83], ""lemma"": ""وضع"", ""inflected"": ""conj""}, {""kind"": ""word"", ""ar"": ""السيارة"", ""voweled"": ""السَّيَّارَة"", ""en"": ""the car"", ""roots"": [60], ""lemma"": ""سيارة""}, {""kind"": ""word"", ""ar"": ""خارج"", ""voweled"": ""خَارِج"", ""en"": ""outside (of)"", ""roots"": [10], ""lemma"": ""خارج""}, {""kind"": ""word"", ""ar"": ""البيت"", ""voweled"": ""الْبَيْت"", ""en"": ""the house"", ""roots"": [35], ""lemma"": ""بيت""}]"
a090,i,"[61, 80, 88]","[{""kind"": ""word"", ""ar"": ""ركبت"", ""voweled"": ""رَكِبْتُ"", ""en"": ""I rode"", ""roots"": [61], ""lemma"": ""ركب"", ""inflected"": ""conj""}, {""kind"": ""word"", ""ar"": ""القارب"", ""voweled"": ""الْقَارِب"", ""en"": ""the boat"", ""roots"": [80], ""lemma"": ""قارب""}, {""kind"": ""func"", ""ar"": ""مع"", ""voweled"": ""مَعَ"", ""en"": ""with"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""صديقي"", ""voweled"": ""صَدِيقِي"", ""en"": ""my friend"", ""roots"": [88], ""lemma"": ""صديق"", ""inflected"": ""poss""}]"
a091,i,"[36, 80, 82]","[{""kind"": ""word"", ""ar"": ""نزلت"", ""voweled"": ""نَزَلْتُ"", ""en"": ""I got off"", ""roots"": [82], ""lemma"": ""نزل"", ""inflected"": ""conj""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""مدينة"", ""voweled"": ""مَدِينَة"", ""en"": ""city"", ""roots"": [36], ""lemma"": ""مدينة""}, {""kind"": ""word"", ""ar"": ""قريبة"", ""voweled"": ""قَرِيبَة"", ""en"": ""near (f.)"", ""roots"": [80], ""lemma"": ""قريب"", ""inflected"": ""fem""}]"
a092,i,"[36, 78, 99]","[{""kind"": ""word"", ""ar"": ""تقدمت"", ""voweled"": ""تَقَدَّمَتْ"", ""en"": ""advanced (f.)"", ""roots"": [78], ""lemma"": ""تقدم"", ""inflected"": ""conj""}, {""kind"": ""word"", ""ar"": ""الحضارة"", ""voweled"": ""الْحَضَارَة"", ""en"": ""the civilization"", ""roots"": [99], ""lemma"": ""حضارة""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""func"", ""ar"": ""هذه"", ""voweled"": ""هَذِهِ"", ""en"": ""this (f.)"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""المدينة"", ""voweled"": ""الْمَدِينَة"", ""en"": ""the city"", ""roots"": [36], ""lemma"": ""مدينة""}]"
a093,b,"[24, 27, 36]","[{""kind"": ""word"", ""ar"": ""المواصلات"", ""voweled"": ""الْمُوَاصَلَات"", ""en"": ""the transportation"", ""roots"": [24], ""lemma"": ""مواصلات""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""المدينة"", ""voweled"": ""الْمَدِينَة"", ""en"": ""the city"", ""roots"": [36], ""lemma"": ""مدينة""}, {""kind"": ""word"", ""ar"": ""قليلة"", ""voweled"": ""قَلِيلَة"", ""en"": ""few (f.)"", ""roots"": [27], ""lemma"": ""قليل"", ""inflected"": ""fem""}]"
a094,i,"[4, 8, 70]","[{""kind"": ""word"", ""ar"": ""يذهب"", ""voweled"": ""يَذْهَب"", ""en"": ""goes"", ""roots"": [8], ""lemma"": ""ذهب"", ""inflected"": ""conj""}, {""kind"": ""word"", ""ar"": ""العمال"", ""voweled"": ""الْعُمَّال"", ""en"": ""the workers"", ""roots"": [4], ""lemma"": ""عامل"", ""inflected"": ""pl""}, {""kind"": ""func"", ""ar"": ""إلى"", ""voweled"": ""إِلَى"", ""en"": ""to"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""المعمل"", ""voweled"": ""الْمَعْمَل"", ""en"": ""the factory; lab"", ""roots"": [4], ""lemma"": ""معمل""}, {""kind"": ""func"", ""ar"": ""كل"", ""voweled"": ""كُلّ"", ""en"": ""every; all"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""صباح"", ""voweled"": ""صَبَاح"", ""en"": ""morning"", ""roots"": [70], ""lemma"": ""صباح""}]"
a095,i,"[9, 35, 65, 71]","[{""kind"": ""word"", ""ar"": ""رجعت"", ""voweled"": ""رَجَعْتُ"", ""en"": ""I returned"", ""roots"": [9], ""lemma"": ""رجع"", ""inflected"": ""conj""}, {""kind"": ""func"", ""ar"": ""إلى"", ""voweled"": ""إِلَى"", ""en"": ""to"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""بيتي"", ""voweled"": ""بَيْتِي"", ""en"": ""my house"", ""roots"": [35], ""lemma"": ""بيتي""}, {""kind"": ""func"", ""ar"": ""عندما"", ""voweled"": ""عِنْدَمَا"", ""en"": ""when"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""بدأ"", ""voweled"": ""بَدَأَ"", ""en"": ""began"", ""roots"": [65], ""lemma"": ""بدأ""}, {""kind"": ""word"", ""ar"": ""الليل"", ""voweled"": ""اللَّيْل"", ""en"": ""the night"", ""roots"": [71], ""lemma"": ""ليل""}]"
a096,i,"[18, 34, 50, 95]","[{""kind"": ""word"", ""ar"": ""سأل"", ""voweled"": ""سَأَلَ"", ""en"": ""asked"", ""roots"": [18], ""lemma"": ""سأل""}, {""kind"": ""word"", ""ar"": ""الرجل"", ""voweled"": ""الرَّجُل"", ""en"": ""the man"", ""roots"": [34], ""lemma"": ""رجل""}, {""kind"": ""func"", ""ar"": ""عن"", ""voweled"": ""عَنْ"", ""en"": ""about"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""الاتجاه"", ""voweled"": ""الْاِتِّجَاه"", ""en"": ""the direction"", ""roots"": [50], ""lemma"": ""اتجاه""}, {""kind"": ""func"", ""ar"": ""إلى"", ""voweled"": ""إِلَى"", ""en"": ""to"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""السوق"", ""voweled"": ""السُّوق"", ""en"": ""the market"", ""roots"": [95], ""lemma"": ""سوق""}]"
a097,b,"[6, 59, 79]","[{""kind"": ""word"", ""ar"": ""المكان"", ""voweled"": ""الْمَكَان"", ""en"": ""the place"", ""roots"": [6], ""lemma"": ""مكان""}, {""kind"": ""word"", ""ar"": ""بعيد"", ""voweled"": ""بَعِيد"", ""en"": ""far"", ""roots"": [79], ""lemma"": ""بعيد""}, {""kind"": ""func"", ""ar"": ""لكن"", ""voweled"": ""لَكِنَّ"", ""en"": ""but"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""الطريق"", ""voweled"": ""الطَّرِيق"", ""en"": ""the road; way"", ""roots"": [59], ""lemma"": ""طريق""}, {""kind"": ""func"", ""ar"": ""سهل"", ""voweled"": ""سَهْل"", ""en"": ""easy"", ""roots"": []}]"
a099,b,"[32, 56]","[{""kind"": ""word"", ""ar"": ""اليوم"", ""voweled"": ""الْيَوْمَ"", ""en"": ""today"", ""roots"": [56], ""lemma"": ""يوم""}, {""kind"": ""word"", ""ar"": ""يوم"", ""voweled"": ""يَوْم"", ""en"": ""day"", ""roots"": [56], ""lemma"": ""يوم""}, {""kind"": ""word"", ""ar"": ""جميل"", ""voweled"": ""جَمِيل"", ""en"": ""beautiful"", ""roots"": [32], ""lemma"": ""جميل""}]"
a100,b,"[27, 55]","[{""kind"": ""word"", ""ar"": ""الوقت"", ""voweled"": ""الْوَقْت"", ""en"": ""the time"", ""roots"": [55], ""lemma"": ""وقت""}, {""kind"": ""word"", ""ar"": ""قليل"", ""voweled"": ""قَلِيل"", ""en"": ""little; few"", ""roots"": [27], ""lemma"": ""قليل""}]"
a101,b,"[17, 65, 70]","[{""kind"": ""word"", ""ar"": ""بدأ"", ""voweled"": ""بَدَأَ"", ""en"": ""began"", ""roots"": [65], ""lemma"": ""بدأ""}, {""kind"": ""word"", ""ar"": ""الدرس"", ""voweled"": ""الدَّرْس"", ""en"": ""the lesson"", ""roots"": [17], ""lemma"": ""درس""}, {""kind"": ""word"", ""ar"": ""صباحا"", ""voweled"": ""صَبَاحًا"", ""en"": ""in the morning"", ""roots"": [70], ""lemma"": ""صباحا""}]"
a102,b,"[4, 66, 71]","[{""kind"": ""word"", ""ar"": ""انتهى"", ""voweled"": ""اِنْتَهَى"", ""en"": ""ended"", ""roots"": [66], ""lemma"": ""انتهى""}, {""kind"": ""word"", ""ar"": ""العمل"", ""voweled"": ""الْعَمَل"", ""en"": ""the work"", ""roots"": [4], ""lemma"": ""عمل""}, {""kind"": ""word"", ""ar"": ""ليلا"", ""voweled"": ""لَيْلًا"", ""en"": ""at night"", ""roots"": [71], ""lemma"": ""ليلا""}]"
a103,b,"[57, 77, 80]","[{""kind"": ""word"", ""ar"": ""السنة"", ""voweled"": ""السَّنَة"", ""en"": ""the year"", ""roots"": [57], ""lemma"": ""سنة""}, {""kind"": ""word"", ""ar"": ""الجديدة"", ""voweled"": ""الْجَدِيدَة"", ""en"": ""the new (f.)"", ""roots"": [77], ""lemma"": ""جديد"", ""inflected"": ""fem""}, {""kind"": ""word"", ""ar"": ""قريبة"", ""voweled"": ""قَرِيبَة"", ""en"": ""near (f.)"", ""roots"": [80], ""lemma"": ""قريب"", ""inflected"": ""fem""}]"
a104,b,"[30, 58]","[{""kind"": ""func"", ""ar"": ""هذا"", ""voweled"": ""هَذَا"", ""en"": ""this"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""الشهر"", ""voweled"": ""الشَّهْر"", ""en"": ""the month"", ""roots"": [58], ""lemma"": ""شهر""}, {""kind"": ""word"", ""ar"": ""طويل"", ""voweled"": ""طَوِيل"", ""en"": ""long; tall"", ""roots"": [30], ""lemma"": ""طويل""}]"
a105,b,"[32, 37, 70]","[{""kind"": ""word"", ""ar"": ""الصباح"", ""voweled"": ""الصَّبَاح"", ""en"": ""the morning"", ""roots"": [70], ""lemma"": ""صباح""}, {""kind"": ""word"", ""ar"": ""جميل"", ""voweled"": ""جَمِيل"", ""en"": ""beautiful"", ""roots"": [32], ""lemma"": ""جميل""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""بلدتنا"", ""voweled"": ""بَلْدَتِنَا"", ""en"": ""our town"", ""roots"": [37], ""lemma"": ""بلدة"", ""inflected"": ""poss""}]"
a106,b,"[30, 71]","[{""kind"": ""word"", ""ar"": ""الليل"", ""voweled"": ""اللَّيْل"", ""en"": ""the night"", ""roots"": [71], ""lemma"": ""ليل""}, {""kind"": ""word"", ""ar"": ""طويل"", ""voweled"": ""طَوِيل"", ""en"": ""long; tall"", ""roots"": [30], ""lemma"": ""طويل""}, {""kind"": ""func"", ""ar"": ""هنا"", ""voweled"": ""هُنَا"", ""en"": ""here"", ""roots"": []}]"
a107,b,"[14, 55, 75]","[{""kind"": ""word"", ""ar"": ""وقت"", ""voweled"": ""وَقْت"", ""en"": ""time"", ""roots"": [55], ""lemma"": ""وقت""}, {""kind"": ""word"", ""ar"": ""الاجتماع"", ""voweled"": ""الْاِجْتِمَاع"", ""en"": ""the meeting"", ""roots"": [75], ""lemma"": ""اجتماع""}, {""kind"": ""word"", ""ar"": ""معروف"", ""voweled"": ""مَعْرُوف"", ""en"": ""well-known"", ""roots"": [14], ""lemma"": ""معروف""}]"
a108,b,"[32, 56, 75]","[{""kind"": ""word"", ""ar"": ""يوم"", ""voweled"": ""يَوْم"", ""en"": ""day"", ""roots"": [56], ""lemma"": ""يوم""}, {""kind"": ""word"", ""ar"": ""الجمعة"", ""voweled"": ""الْجُمْعَة"", ""en"": ""the Friday"", ""roots"": [75], ""lemma"": ""جمعة""}, {""kind"": ""word"", ""ar"": ""يوم"", ""voweled"": ""يَوْم"", ""en"": ""day"", ""roots"": [56], ""lemma"": ""يوم""}, {""kind"": ""word"", ""ar"": ""جميل"", ""voweled"": ""جَمِيل"", ""en"": ""beautiful"", ""roots"": [32], ""lemma"": ""جميل""}]"
a109,b,"[27, 56, 72]","[{""kind"": ""word"", ""ar"": ""عدد"", ""voweled"": ""عَدَد"", ""en"": ""number"", ""roots"": [72], ""lemma"": ""عدد""}, {""kind"": ""word"", ""ar"": ""الأيام"", ""voweled"": ""الْأَيَّام"", ""en"": ""the days"", ""roots"": [56], ""lemma"": ""يوم"", ""inflected"": ""pl""}, {""kind"": ""word"", ""ar"": ""قليل"", ""voweled"": ""قَلِيل"", ""en"": ""little; few"", ""roots"": [27], ""lemma"": ""قليل""}]"
a110,b,"[56, 77]","[{""kind"": ""func"", ""ar"": ""غدا"", ""voweled"": ""غَدًا"", ""en"": ""tomorrow"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""يوم"", ""voweled"": ""يَوْم"", ""en"": ""day"", ""roots"": [56], ""lemma"": ""يوم""}, {""kind"": ""word"", ""ar"": ""جديد"", ""voweled"": ""جَدِيد"", ""en"": ""new"", ""roots"": [77], ""lemma"": ""جديد""}]"
a111,b,"[55, 75, 77]","[{""kind"": ""word"", ""ar"": ""توقيت"", ""voweled"": ""تَوْقِيت"", ""en"": ""timing"", ""roots"": [55], ""lemma"": ""توقيت""}, {""kind"": ""word"", ""ar"": ""الاجتماع"", ""voweled"": ""الْاِجْتِمَاع"", ""en"": ""the meeting"", ""roots"": [75], ""lemma"": ""اجتماع""}, {""kind"": ""word"", ""ar"": ""جديد"", ""voweled"": ""جَدِيد"", ""en"": ""new"", ""roots"": [77], ""lemma"": ""جديد""}]"
a112,i,"[27, 65, 75, 79]","[{""kind"": ""func"", ""ar"": ""سوف"", ""voweled"": ""سَوْفَ"", ""en"": ""will"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""يبدأ"", ""voweled"": ""يَبْدَأ"", ""en"": ""begins"", ""roots"": [65], ""lemma"": ""بدأ"", ""inflected"": ""conj""}, {""kind"": ""word"", ""ar"": ""الاجتماع"", ""voweled"": ""الْاِجْتِمَاع"", ""en"": ""the meeting"", ""roots"": [75], ""lemma"": ""اجتماع""}, {""kind"": ""word"", ""ar"": ""بعد"", ""voweled"": ""بَعْدَ"", ""en"": ""after"", ""roots"": [79], ""lemma"": ""بعد""}, {""kind"": ""word"", ""ar"": ""قليل"", ""voweled"": ""قَلِيل"", ""en"": ""little; few"", ""roots"": [27], ""lemma"": ""قليل""}]"
a114,i,"[6, 27, 55, 77]","[{""kind"": ""word"", ""ar"": ""كان"", ""voweled"": ""كَانَ"", ""en"": ""was"", ""roots"": [6], ""lemma"": ""كان""}, {""kind"": ""word"", ""ar"": ""الوقت"", ""voweled"": ""الْوَقْت"", ""en"": ""the time"", ""roots"": [55], ""lemma"": ""وقت""}, {""kind"": ""word"", ""ar"": ""قليلا"", ""voweled"": ""قَلِيلًا"", ""en"": ""a little"", ""roots"": [27], ""lemma"": ""قليل"", ""inflected"": ""acc""}, {""kind"": ""word"", ""ar"": ""جدا"", ""voweled"": ""جِدًّا"", ""en"": ""very"", ""roots"": [77], ""lemma"": ""جدا""}]"
a115,i,"[4, 8, 56, 70]","[{""kind"": ""word"", ""ar"": ""أذهب"", ""voweled"": ""أَذْهَب"", ""en"": ""I go"", ""roots"": [8], ""lemma"": ""ذهب"", ""inflected"": ""conj""}, {""kind"": ""func"", ""ar"": ""إلى"", ""voweled"": ""إِلَى"", ""en"": ""to"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""العمل"", ""voweled"": ""الْعَمَل"", ""en"": ""the work"", ""roots"": [4], ""lemma"": ""عمل""}, {""kind"": ""func"", ""ar"": ""كل"", ""voweled"": ""كُلّ"", ""en"": ""every; all"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""يوم"", ""voweled"": ""يَوْم"", ""en"": ""day"", ""roots"": [56], ""lemma"": ""يوم""}, {""kind"": ""word"", ""ar"": ""صباحا"", ""voweled"": ""صَبَاحًا"", ""en"": ""in the morning"", ""roots"": [70], ""lemma"": ""صباحا""}]"
a116,i,"[4, 37, 79, 100]","[{""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""المستقبل"", ""voweled"": ""الْمُسْتَقْبَل"", ""en"": ""the future"", ""roots"": [100], ""lemma"": ""مستقبل""}, {""kind"": ""func"", ""ar"": ""سوف"", ""voweled"": ""سَوْفَ"", ""en"": ""will"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""أعمل"", ""voweled"": ""أَعْمَل"", ""en"": ""I work"", ""roots"": [4], ""lemma"": ""عمل"", ""inflected"": ""conj""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""بلد"", ""voweled"": ""بَلَد"", ""en"": ""country"", ""roots"": [37], ""lemma"": ""بلد""}, {""kind"": ""word"", ""ar"": ""بعيد"", ""voweled"": ""بَعِيد"", ""en"": ""far"", ""roots"": [79], ""lemma"": ""بعيد""}]"
a117,i,"[16, 33, 70]","[{""kind"": ""word"", ""ar"": ""يقرأ"", ""voweled"": ""يَقْرَأ"", ""en"": ""reads"", ""roots"": [16], ""lemma"": ""قرأ"", ""inflected"": ""conj""}, {""kind"": ""word"", ""ar"": ""والدي"", ""voweled"": ""وَالِدِي"", ""en"": ""my father"", ""roots"": [33], ""lemma"": ""والد"", ""inflected"": ""poss""}, {""kind"": ""func"", ""ar"": ""كل"", ""voweled"": ""كُلّ"", ""en"": ""every; all"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""صباح"", ""voweled"": ""صَبَاح"", ""en"": ""morning"", ""roots"": [70], ""lemma"": ""صباح""}]"
a118,i,"[34, 36, 58, 68, 74]","[{""kind"": ""word"", ""ar"": ""بقي"", ""voweled"": ""بَقِيَ"", ""en"": ""remained"", ""roots"": [68], ""lemma"": ""بقي""}, {""kind"": ""word"", ""ar"": ""الرجل"", ""voweled"": ""الرَّجُل"", ""en"": ""the man"", ""roots"": [34], ""lemma"": ""رجل""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""المدينة"", ""voweled"": ""الْمَدِينَة"", ""en"": ""the city"", ""roots"": [36], ""lemma"": ""مدينة""}, {""kind"": ""word"", ""ar"": ""شهرا"", ""voweled"": ""شَهْرًا"", ""en"": ""a month (acc.)"", ""roots"": [58], ""lemma"": ""شهر"", ""inflected"": ""acc""}, {""kind"": ""word"", ""ar"": ""كاملا"", ""voweled"": ""كَامِلًا"", ""en"": ""complete (acc.)"", ""roots"": [74], ""lemma"": ""كامل"", ""inflected"": ""acc""}]"
a119,i,"[1, 25, 69]","[{""kind"": ""func"", ""ar"": ""لا"", ""voweled"": ""لَا"", ""en"": ""not; no"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""يزال"", ""voweled"": ""يَزَال"", ""en"": ""ceases (still ~)"", ""roots"": [69], ""lemma"": ""زال"", ""inflected"": ""conj""}, {""kind"": ""word"", ""ar"": ""الطالب"", ""voweled"": ""الطَّالِب"", ""en"": ""the student"", ""roots"": [25], ""lemma"": ""طالب""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""المكتبة"", ""voweled"": ""الْمَكْتَبَة"", ""en"": ""the library"", ""roots"": [1], ""lemma"": ""مكتبة""}]"
a120,i,"[25, 38, 69, 78, 95]","[{""kind"": ""word"", ""ar"": ""طلب"", ""voweled"": ""طَلَبَ"", ""en"": ""requested"", ""roots"": [25], ""lemma"": ""طلب""}, {""kind"": ""word"", ""ar"": ""الحاكم"", ""voweled"": ""الْحَاكِم"", ""en"": ""the ruler"", ""roots"": [38], ""lemma"": ""حاكم""}, {""kind"": ""word"", ""ar"": ""إزالة"", ""voweled"": ""إِزَالَة"", ""en"": ""removal"", ""roots"": [69], ""lemma"": ""إزالة""}, {""kind"": ""word"", ""ar"": ""السوق"", ""voweled"": ""السُّوق"", ""en"": ""the market"", ""roots"": [95], ""lemma"": ""سوق""}, {""kind"": ""word"", ""ar"": ""القديم"", ""voweled"": ""الْقَدِيم"", ""en"": ""the old"", ""roots"": [78], ""lemma"": ""قديم""}]"
a121,i,"[33, 34, 70]","[{""kind"": ""word"", ""ar"": ""أصبح"", ""voweled"": ""أَصْبَحَ"", ""en"": ""became"", ""roots"": [70], ""lemma"": ""أصبح""}, {""kind"": ""word"", ""ar"": ""الولد"", ""voweled"": ""الْوَلَد"", ""en"": ""the boy"", ""roots"": [33], ""lemma"": ""ولد""}, {""kind"": ""word"", ""ar"": ""رجلا"", ""voweled"": ""رَجُلًا"", ""en"": ""a man (acc.)"", ""roots"": [34], ""lemma"": ""رجل"", ""inflected"": ""acc""}]"
a122,i,"[28, 36, 70, 77]","[{""kind"": ""word"", ""ar"": ""أصبحت"", ""voweled"": ""أَصْبَحَتْ"", ""en"": ""became (f.)"", ""roots"": [70], ""lemma"": ""أصبح"", ""inflected"": ""conj""}, {""kind"": ""word"", ""ar"": ""المدينة"", ""voweled"": ""الْمَدِينَة"", ""en"": ""the city"", ""roots"": [36], ""lemma"": ""مدينة""}, {""kind"": ""word"", ""ar"": ""كبيرة"", ""voweled"": ""كَبِيرَة"", ""en"": ""big (f.)"", ""roots"": [28], ""lemma"": ""كبير"", ""inflected"": ""fem""}, {""kind"": ""word"", ""ar"": ""جدا"", ""voweled"": ""جِدًّا"", ""en"": ""very"", ""roots"": [77], ""lemma"": ""جدا""}]"
a123,i,"[9, 58, 65, 77]","[{""kind"": ""func"", ""ar"": ""عندما"", ""voweled"": ""عِنْدَمَا"", ""en"": ""when"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""يبدأ"", ""voweled"": ""يَبْدَأ"", ""en"": ""begins"", ""roots"": [65], ""lemma"": ""بدأ"", ""inflected"": ""conj""}, {""kind"": ""word"", ""ar"": ""الشهر"", ""voweled"": ""الشَّهْر"", ""en"": ""the month"", ""roots"": [58], ""lemma"": ""شهر""}, {""kind"": ""word"", ""ar"": ""الجديد"", ""voweled"": ""الْجَدِيد"", ""en"": ""the new"", ""roots"": [77], ""lemma"": ""جديد""}, {""kind"": ""func"", ""ar"": ""سوف"", ""voweled"": ""سَوْفَ"", ""en"": ""will"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""أرجع"", ""voweled"": ""أَرْجِع"", ""en"": ""I return"", ""roots"": [9], ""lemma"": ""رجع"", ""inflected"": ""conj""}]"
a124,i,"[6, 30, 56]","[{""kind"": ""word"", ""ar"": ""كان"", ""voweled"": ""كَانَ"", ""en"": ""was"", ""roots"": [6], ""lemma"": ""كان""}, {""kind"": ""word"", ""ar"": ""يوما"", ""voweled"": ""يَوْمًا"", ""en"": ""a day (acc.)"", ""roots"": [56], ""lemma"": ""يوم"", ""inflected"": ""acc""}, {""kind"": ""word"", ""ar"": ""طويلا"", ""voweled"": ""طَوِيلًا"", ""en"": ""long (acc.)"", ""roots"": [30], ""lemma"": ""طويل"", ""inflected"": ""acc""}]"
a125,i,"[12, 19, 68]","[{""kind"": ""word"", ""ar"": ""بقيت"", ""voweled"": ""بَقِيتُ"", ""en"": ""I stayed"", ""roots"": [68], ""lemma"": ""بقي"", ""inflected"": ""conj""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""انتظار"", ""voweled"": ""اِنْتِظَار"", ""en"": ""waiting"", ""roots"": [12], ""lemma"": ""انتظار""}, {""kind"": ""word"", ""ar"": ""الجواب"", ""voweled"": ""الْجَوَاب"", ""en"": ""the answer"", ""roots"": [19], ""lemma"": ""جواب""}]"
a126,i,"[4, 11, 27, 55]","[{""kind"": ""word"", ""ar"": ""العمل"", ""voweled"": ""الْعَمَل"", ""en"": ""the work"", ""roots"": [4], ""lemma"": ""عمل""}, {""kind"": ""word"", ""ar"": ""مؤقت"", ""voweled"": ""مُؤَقَّت"", ""en"": ""temporary"", ""roots"": [55], ""lemma"": ""مؤقت""}, {""kind"": ""func"", ""ar"": ""و"", ""voweled"": ""وَ"", ""en"": ""and"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""الدخل"", ""voweled"": ""الدَّخْل"", ""en"": ""the income"", ""roots"": [11], ""lemma"": ""دخل""}, {""kind"": ""word"", ""ar"": ""قليل"", ""voweled"": ""قَلِيل"", ""en"": ""little; few"", ""roots"": [27], ""lemma"": ""قليل""}]"
